query_id,category,query,experiment,matched_concepts,top1_table,top3_tables,top5_tables,primary_hit_top1,relevant_hit_top3,relevant_hit_top5,first_relevant_rank,reciprocal_rank,column_hit_top3,column_hit_top5,relation_recall,total_ms,query_embedding_ms,semantic_search_ms,keyword_search_ms,relation_expansion_ms
Q021,schema_semantic,영상 판독문 소견/결론 텍스트 컬럼,keyword_no_expansion,,public.tb_img_rpt,public.tb_img_rpt|public.tb_img_mst,public.tb_img_rpt|public.tb_img_mst,True,True,True,1,1.0,False,False,,7.924602999992203,,,7.573070000944426,
Q022,schema_semantic,임상문서 본문 컬럼,keyword_no_expansion,,public.tb_cln_doc,public.tb_cln_doc,public.tb_cln_doc,True,True,True,1,1.0,True,True,,3.9823719998821616,,,3.8432490000559483,
Q023,schema_semantic,encounter type 컬럼,keyword_no_expansion,,public.tb_adm_hist,public.tb_adm_hist|public.tb_cln_doc|public.tb_enc_hist,public.tb_adm_hist|public.tb_cln_doc|public.tb_enc_hist|public.tb_med_ord,False,True,True,3,0.3333333333333333,False,False,,8.471040000586072,,,7.3940790025517344,
Q024,schema_semantic,검사코드와 검사명 마스터 컬럼,keyword_no_expansion,,public.tb_lab_mst,public.tb_lab_mst|public.tb_img_mst,public.tb_lab_mst|public.tb_img_mst,True,True,True,1,1.0,True,True,,6.672684001387097,,,6.126300999312662,
Q025,physical_identifier,tb_lab_rst,keyword_no_expansion,,public.tb_lab_rst,public.tb_lab_rst,public.tb_lab_rst,True,True,True,1,1.0,,,,2.4062010015768465,,,2.2989889985183254,
Q026,physical_identifier,tb_med_ord,keyword_no_expansion,,public.tb_med_ord,public.tb_med_ord,public.tb_med_ord,True,True,True,1,1.0,,,,2.074871001241263,,,1.9507159995555412,
Q027,physical_identifier,exm_cd,keyword_no_expansion,,public.tb_lab_ord,public.tb_lab_ord|public.tb_lab_ref|public.tb_lab_rst,public.tb_lab_ord|public.tb_lab_ref|public.tb_lab_rst|public.tb_lab_mst,False,True,True,1,1.0,True,True,,2.1172209999349434,,,2.021486001467565,
Q028,physical_identifier,pt_no,keyword_no_expansion,,public.tb_adm_hist,public.tb_adm_hist|public.tb_cln_doc|public.tb_dgn_hist,public.tb_adm_hist|public.tb_cln_doc|public.tb_dgn_hist|public.tb_enc_hist|public.tb_img_ord,False,True,True,1,1.0,False,False,,2.833392998581985,,,2.6456259984115604,
Q029,physical_identifier,tb_dgn_hist,keyword_no_expansion,,public.tb_dgn_hist,public.tb_dgn_hist,public.tb_dgn_hist,True,True,True,1,1.0,,,,2.146904997061938,,,2.0411789992067497,
Q030,physical_identifier,rst_val,keyword_no_expansion,,public.tb_lab_rst,public.tb_lab_rst,public.tb_lab_rst,True,True,True,1,1.0,True,True,,1.9920310005545616,,,1.9307200018374715,
Q031,ambiguous,검사결과,keyword_no_expansion,,public.tb_lab_rst,public.tb_lab_rst,public.tb_lab_rst,True,True,True,1,1.0,,,,2.061302002402954,,,1.9508689983922523,
Q032,ambiguous,진단,keyword_no_expansion,,public.tb_dgn_hist,public.tb_dgn_hist,public.tb_dgn_hist,True,True,True,1,1.0,,,,2.301634001923958,,,2.146783997886814,
Q033,ambiguous,임상문서,keyword_no_expansion,,public.tb_cln_doc,public.tb_cln_doc,public.tb_cln_doc,True,True,True,1,1.0,,,,1.9418620031501632,,,1.8254429996886756,
Q034,ambiguous,encounter,keyword_no_expansion,,public.tb_adm_hist,public.tb_adm_hist|public.tb_cln_doc|public.tb_enc_hist,public.tb_adm_hist|public.tb_cln_doc|public.tb_enc_hist|public.tb_med_ord,False,True,True,1,1.0,,,,3.555308998329565,,,3.1964139998308383,
Q035,ambiguous,처방,keyword_no_expansion,,public.tb_med_ord,public.tb_med_ord,public.tb_med_ord,True,True,True,1,1.0,,,,2.356835000682622,,,2.148200997908134,
Q036,ambiguous,환자,keyword_no_expansion,,public.tb_pt_mst,public.tb_pt_mst,public.tb_pt_mst,True,True,True,1,1.0,,,,3.0435819971899036,,,2.7572250000957865,
Q037,relation,검사결과와 검사마스터 관계,keyword_no_expansion,,,,,False,False,False,,0.0,False,False,,3.859225002088351,,,3.8244409988692496,
Q038,relation,처방약품과 약품마스터 join,keyword_no_expansion,,,,,False,False,False,,0.0,False,False,,3.006234001077246,,,2.9670850017282646,
Q039,relation,진단이력과 진단코드 마스터,keyword_no_expansion,,public.tb_dgn_cd_mst,public.tb_dgn_cd_mst|public.tb_code_mst,public.tb_dgn_cd_mst|public.tb_code_mst,False,False,False,,0.0,True,True,,5.135437000717502,,,4.6865940021234564,
Q040,relation,입원기록과 병동마스터,keyword_no_expansion,,,,,False,False,False,,0.0,False,False,,2.665582000190625,,,2.635984001244651,
Q041,relation,영상판독과 영상오더 관계,keyword_no_expansion,,public.tb_img_ord,public.tb_img_ord|public.tb_img_rpt,public.tb_img_ord|public.tb_img_rpt,False,True,True,4,0.25,,,,2.9940570020698942,,,2.8493819991126657,
Q042,relation,임상문서와 문서유형 마스터,keyword_no_expansion,,public.tb_doc_type,public.tb_doc_type|public.tb_code_mst,public.tb_doc_type|public.tb_code_mst,False,False,False,,0.0,False,False,,4.912206997687463,,,4.450966000149492,
Q043,relation,검사결과와 검사오더 연결,keyword_no_expansion,,public.tb_lab_ord,public.tb_lab_ord|public.tb_lab_rst,public.tb_lab_ord|public.tb_lab_rst,False,True,True,4,0.25,True,True,,2.8231619980942924,,,2.733645000262186,
Q044,relation,오더헤더와 오더상세,keyword_no_expansion,,public.tb_img_ord,public.tb_img_ord|public.tb_lab_ord,public.tb_img_ord|public.tb_lab_ord,False,False,False,,0.0,False,False,,3.5193639996577986,,,3.3703640001476742,
Q045,relation,진단이력과 encounter,keyword_no_expansion,,public.tb_adm_hist,public.tb_adm_hist|public.tb_cln_doc|public.tb_enc_hist,public.tb_adm_hist|public.tb_cln_doc|public.tb_enc_hist|public.tb_med_ord,False,False,False,,0.0,True,True,,4.803124000318348,,,4.4048140007362235,
Q001,clinical_natural_language,최근 간수치 검사 결과,semantic_no_expansion,,public.tb_lab_ref,public.tb_lab_ref|public.tb_dgn_hist|public.tb_lab_rst,public.tb_lab_ref|public.tb_dgn_hist|public.tb_lab_rst,False,True,True,7,0.14285714285714285,False,False,,62.44118399990839,58.4940219996497,2.690055000130087,,
Q002,clinical_natural_language,환자의 최근 혈당 검사,semantic_no_expansion,,public.tb_dgn_hist,public.tb_dgn_hist|public.tb_lab_ord|public.tb_proc_hist,public.tb_dgn_hist|public.tb_lab_ord|public.tb_proc_hist|public.tb_lab_rst,False,True,True,3,0.3333333333333333,False,False,,233.29675700006192,229.24490200239234,2.3716969990346115,,
Q003,clinical_natural_language,신장기능 검사 결과,semantic_no_expansion,,public.tb_lab_rst,public.tb_lab_rst|public.tb_lab_ref,public.tb_lab_rst|public.tb_lab_ref,True,True,True,1,1.0,False,False,,61.580570003570756,57.79234399960842,2.566483999544289,,
Q004,clinical_natural_language,최근 처방 약품,semantic_no_expansion,,public.tb_drug_mst,public.tb_drug_mst|public.tb_med_ord,public.tb_drug_mst|public.tb_med_ord,False,True,True,1,1.0,True,True,,60.937446000025375,56.95968200234347,2.560040000389563,,
Q005,clinical_natural_language,고혈압 진단 이력,semantic_no_expansion,,public.tb_dgn_hist,public.tb_dgn_hist,public.tb_dgn_hist,True,True,True,1,1.0,False,True,,68.60244699782925,63.2401899965771,3.9382590002787765,,
Q006,clinical_natural_language,최근 영상 판독 결과,semantic_no_expansion,,public.tb_img_rpt,public.tb_img_rpt|public.tb_img_ord,public.tb_img_rpt|public.tb_img_ord,True,True,True,1,1.0,True,True,,59.62306999936118,55.889616000058595,2.4765570015006233,,
Q007,clinical_natural_language,최근 입원 기록,semantic_no_expansion,,public.tb_adm_hist,public.tb_adm_hist|public.tb_enc_hist,public.tb_adm_hist|public.tb_enc_hist,True,True,True,1,1.0,True,True,,55.01774400181603,51.43989500356838,2.4158519991033245,,
Q008,clinical_natural_language,퇴원요약 문서,semantic_no_expansion,,public.tb_doc_type,public.tb_doc_type|public.tb_adm_hist|public.tb_enc_hist,public.tb_doc_type|public.tb_adm_hist|public.tb_enc_hist|public.tb_cln_doc,False,True,True,1,1.0,False,False,,60.042503999284236,56.20067699783249,2.5052329983736854,,
Q009,paraphrase,간기능 검사 수치 어디서 보나,semantic_no_expansion,,public.tb_lab_ref,public.tb_lab_ref|public.tb_lab_rst|public.tb_dgn_hist,public.tb_lab_ref|public.tb_lab_rst|public.tb_dgn_hist,False,True,True,2,0.5,False,False,,71.88771800065297,68.12335400172742,2.4901209981180727,,
Q010,paraphrase,glucose lab results for patient,semantic_no_expansion,,public.tb_lab_rst,public.tb_lab_rst,public.tb_lab_rst,True,True,True,1,1.0,False,True,,63.76135499886004,60.02339800033951,2.536119001888437,,
Q011,paraphrase,creatinine / eGFR kidney function labs,semantic_no_expansion,,public.tb_lab_mst,public.tb_lab_mst|public.tb_dgn_cd_mst|public.tb_lab_rst,public.tb_lab_mst|public.tb_dgn_cd_mst|public.tb_lab_rst|public.tb_lab_ord,False,True,True,1,1.0,False,False,,73.6519070014765,70.327258999896,2.068047000648221,,
Q012,paraphrase,medication order / 투약 처방 이력,semantic_no_expansion,,public.tb_med_ord,public.tb_med_ord,public.tb_med_ord,True,True,True,1,1.0,False,False,,70.82862199968076,67.49695300095482,2.1221370006969664,,
Q013,paraphrase,hypertension diagnosis history,semantic_no_expansion,,public.tb_dgn_hist,public.tb_dgn_hist|public.tb_enc_hist|public.tb_proc_hist,public.tb_dgn_hist|public.tb_enc_hist|public.tb_proc_hist,True,True,True,1,1.0,True,True,,64.6674540003005,61.39725200046087,2.0567479987221304,,
Q014,paraphrase,radiology report findings and impression,semantic_no_expansion,,public.tb_img_rpt,public.tb_img_rpt|public.tb_img_ord,public.tb_img_rpt|public.tb_img_ord,True,True,True,1,1.0,True,True,,69.82554899877869,66.54081899978337,2.099050998367602,,
Q015,paraphrase,inpatient admission ward history,semantic_no_expansion,,public.tb_adm_hist,public.tb_adm_hist|public.tb_enc_hist,public.tb_adm_hist|public.tb_enc_hist,True,True,True,1,1.0,True,True,,64.50194599892711,61.20549100160133,2.090808000502875,,
Q016,paraphrase,discharge summary clinical document,semantic_no_expansion,,public.tb_enc_hist,public.tb_enc_hist|public.tb_doc_type|public.tb_dgn_hist,public.tb_enc_hist|public.tb_doc_type|public.tb_dgn_hist|public.tb_adm_hist,False,True,True,2,0.5,False,False,,75.57174300018232,72.15902600000845,2.2092309991421644,,
Q017,schema_semantic,검사결과값이 저장된 컬럼,semantic_no_expansion,,public.tb_lab_rst,public.tb_lab_rst,public.tb_lab_rst,True,True,True,1,1.0,True,True,,72.89714400030789,69.52839199948357,2.1581660002993885,,
Q018,schema_semantic,환자 이름이 들어있는 컬럼,semantic_no_expansion,,public.tb_proc_hist,public.tb_proc_hist|public.tb_enc_hist|public.tb_proc_mst,public.tb_proc_hist|public.tb_enc_hist|public.tb_proc_mst,False,False,False,,0.0,False,False,,71.39417299913475,68.09489100123756,2.10217100175214,,
Q019,schema_semantic,처방 용량(dose) 컬럼은 어디인가,semantic_no_expansion,,public.tb_med_ord,public.tb_med_ord,public.tb_med_ord,True,True,True,1,1.0,True,True,,87.4088570017193,84.25738100049784,1.9864210007654037,,
Q020,schema_semantic,진단일이 저장된 컬럼,semantic_no_expansion,,public.tb_dgn_hist,public.tb_dgn_hist,public.tb_dgn_hist,True,True,True,1,1.0,True,True,,66.98972300000605,63.81035600134055,2.0527039996522944,,
Q021,schema_semantic,영상 판독문 소견/결론 텍스트 컬럼,semantic_no_expansion,,public.tb_img_rpt,public.tb_img_rpt|public.tb_img_mst,public.tb_img_rpt|public.tb_img_mst,True,True,True,1,1.0,True,True,,83.35983700089855,79.62224899893044,2.033269000094151,,
Q022,schema_semantic,임상문서 본문 컬럼,semantic_no_expansion,,public.tb_cln_doc,public.tb_cln_doc|public.tb_doc_type,public.tb_cln_doc|public.tb_doc_type,True,True,True,1,1.0,True,True,,71.17027500135009,67.90212399937445,2.1511020022444427,,
Q023,schema_semantic,encounter type 컬럼,semantic_no_expansion,,public.tb_proc_hist,public.tb_proc_hist|public.tb_dgn_hist|public.tb_enc_hist,public.tb_proc_hist|public.tb_dgn_hist|public.tb_enc_hist|public.tb_adm_hist|public.tb_cln_doc,False,True,True,3,0.3333333333333333,False,False,,61.347380997176515,58.29728100070497,1.9645139982458204,,
Q024,schema_semantic,검사코드와 검사명 마스터 컬럼,semantic_no_expansion,,public.tb_dgn_cd_mst,public.tb_dgn_cd_mst|public.tb_lab_mst|public.tb_img_mst,public.tb_dgn_cd_mst|public.tb_lab_mst|public.tb_img_mst,False,True,True,2,0.5,True,True,,71.32858600016334,68.06593399960548,2.17542399695958,,
Q025,physical_identifier,tb_lab_rst,semantic_no_expansion,,public.tb_lab_rst,public.tb_lab_rst,public.tb_lab_rst,True,True,True,1,1.0,,,,61.31692499911878,58.03335599921411,2.189980001276126,,
Q026,physical_identifier,tb_med_ord,semantic_no_expansion,,public.tb_med_ord,public.tb_med_ord|public.tb_img_ord|public.tb_ord_hdr,public.tb_med_ord|public.tb_img_ord|public.tb_ord_hdr|public.tb_lab_ord,True,True,True,1,1.0,,,,61.58008399870596,58.329208000941435,2.0482750005612615,,
Q027,physical_identifier,exm_cd,semantic_no_expansion,,public.tb_lab_ref,public.tb_lab_ref|public.tb_lab_mst|public.tb_lab_ord,public.tb_lab_ref|public.tb_lab_mst|public.tb_lab_ord|public.tb_lab_rst|public.tb_dgn_cd_mst,False,True,True,2,0.5,True,True,,54.54684700089274,51.304538999829674,2.071975999569986,,
Q028,physical_identifier,pt_no,semantic_no_expansion,,public.tb_img_rpt,public.tb_img_rpt|public.tb_img_ord|public.tb_lab_ord,public.tb_img_rpt|public.tb_img_ord|public.tb_lab_ord|public.tb_proc_hist|public.tb_lab_rst,False,False,True,5,0.2,False,True,,52.22251499799313,48.9668599984725,2.0928980011376552,,
Q029,physical_identifier,tb_dgn_hist,semantic_no_expansion,,public.tb_dgn_hist,public.tb_dgn_hist|public.tb_enc_hist,public.tb_dgn_hist|public.tb_enc_hist,True,True,True,1,1.0,,,,68.2639869992272,65.0275519983552,2.068197998596588,,
Q030,physical_identifier,rst_val,semantic_no_expansion,,public.tb_lab_rst,public.tb_lab_rst|public.tb_img_rpt|public.tb_pt_mst,public.tb_lab_rst|public.tb_img_rpt|public.tb_pt_mst,True,True,True,1,1.0,True,True,,55.08111200106214,51.817439001752064,2.054393000435084,,
Q031,ambiguous,검사결과,semantic_no_expansion,,public.tb_lab_rst,public.tb_lab_rst|public.tb_lab_mst|public.tb_img_rpt,public.tb_lab_rst|public.tb_lab_mst|public.tb_img_rpt|public.tb_lab_ref,True,True,True,1,1.0,,,,51.60425099893473,48.414246000902494,2.023548000579467,,
Q032,ambiguous,진단,semantic_no_expansion,,public.tb_dgn_cd_mst,public.tb_dgn_cd_mst|public.tb_dgn_hist,public.tb_dgn_cd_mst|public.tb_dgn_hist,False,True,True,1,1.0,,,,38.3873870014213,35.64132999963476,1.6203589984797873,,
Q033,ambiguous,임상문서,semantic_no_expansion,,public.tb_doc_type,public.tb_doc_type|public.tb_cln_doc,public.tb_doc_type|public.tb_cln_doc,False,True,True,1,1.0,,,,54.85353200128884,51.84490399915376,2.0502599982137326,,
Q034,ambiguous,encounter,semantic_no_expansion,,public.tb_proc_hist,public.tb_proc_hist|public.tb_enc_hist|public.tb_dgn_hist,public.tb_proc_hist|public.tb_enc_hist|public.tb_dgn_hist|public.tb_med_ord|public.tb_adm_hist,False,True,True,2,0.5,,,,36.75101699991501,33.993870001722826,1.6155189987330232,,
Q035,ambiguous,처방,semantic_no_expansion,,public.tb_med_ord,public.tb_med_ord,public.tb_med_ord,True,True,True,1,1.0,,,,50.80375100078527,47.78242499742191,2.060504997643875,,
Q036,ambiguous,환자,semantic_no_expansion,,public.tb_enc_hist,public.tb_enc_hist|public.tb_pt_mst|public.tb_proc_hist,public.tb_enc_hist|public.tb_pt_mst|public.tb_proc_hist|public.tb_dgn_hist,False,True,True,1,1.0,,,,36.95125000012922,34.25088600124582,1.580788000865141,,
Q037,relation,검사결과와 검사마스터 관계,semantic_no_expansion,,public.tb_provider,public.tb_provider|public.tb_dgn_cd_mst|public.tb_lab_mst,public.tb_provider|public.tb_dgn_cd_mst|public.tb_lab_mst|public.tb_img_mst|public.tb_proc_mst,False,False,False,,0.0,True,True,,63.32319300054223,60.31232299937983,2.0657899985963013,,
Q038,relation,처방약품과 약품마스터 join,semantic_no_expansion,,public.tb_drug_mst,public.tb_drug_mst|public.tb_med_ord,public.tb_drug_mst|public.tb_med_ord,False,True,True,10,0.1,False,True,,70.03313200038974,66.81880299947807,2.0442330023797695,,
Q039,relation,진단이력과 진단코드 마스터,semantic_no_expansion,,public.tb_dgn_cd_mst,public.tb_dgn_cd_mst|public.tb_dgn_hist|public.tb_ward_mst,public.tb_dgn_cd_mst|public.tb_dgn_hist|public.tb_ward_mst,False,True,True,8,0.125,True,True,,68.08657500005211,64.85224700008985,2.0634110005630646,,
Q040,relation,입원기록과 병동마스터,semantic_no_expansion,,public.tb_ward_mst,public.tb_ward_mst|public.tb_adm_hist,public.tb_ward_mst|public.tb_adm_hist,False,True,True,7,0.14285714285714285,True,True,,69.67291999899317,66.47696100117173,2.038911003182875,,
Q041,relation,영상판독과 영상오더 관계,semantic_no_expansion,,public.tb_img_rpt,public.tb_img_rpt|public.tb_img_ord,public.tb_img_rpt|public.tb_img_ord,True,True,True,1,1.0,,,,74.0935649992025,70.74678899880382,2.192203999584308,,
Q042,relation,임상문서와 문서유형 마스터,semantic_no_expansion,,public.tb_doc_type,public.tb_doc_type|public.tb_lab_mst|public.tb_cln_doc,public.tb_doc_type|public.tb_lab_mst|public.tb_cln_doc,False,True,True,7,0.14285714285714285,False,False,,72.39035500242608,68.90095400012797,2.1736779999628197,,
Q043,relation,검사결과와 검사오더 연결,semantic_no_expansion,,public.tb_lab_ord,public.tb_lab_ord|public.tb_img_ord,public.tb_lab_ord|public.tb_img_ord,False,False,False,,0.0,False,False,,64.53107800189173,61.198436000267975,2.1422220015665516,,
Q044,relation,오더헤더와 오더상세,semantic_no_expansion,,public.tb_ord_hdr,public.tb_ord_hdr|public.tb_ord_dtl,public.tb_ord_hdr|public.tb_ord_dtl,True,True,True,1,1.0,False,True,,70.67409900264465,67.22940600229776,2.0459420011320617,,
Q045,relation,진단이력과 encounter,semantic_no_expansion,,public.tb_dgn_hist,public.tb_dgn_hist|public.tb_proc_hist|public.tb_enc_hist,public.tb_dgn_hist|public.tb_proc_hist|public.tb_enc_hist,True,True,True,1,1.0,False,False,,59.7625539994624,56.486323999706656,2.1747579994553234,,
Q001,clinical_natural_language,최근 간수치 검사 결과,semantic_expansion,liver_function,public.tb_lab_rst,public.tb_lab_rst,public.tb_lab_rst,True,True,True,1,1.0,False,True,,101.16844499862054,89.35852300055558,1.8768970003293362,,
Q002,clinical_natural_language,환자의 최근 혈당 검사,semantic_expansion,blood_glucose,public.tb_lab_rst,public.tb_lab_rst|public.tb_dgn_hist|public.tb_lab_ord,public.tb_lab_rst|public.tb_dgn_hist|public.tb_lab_ord,True,True,True,1,1.0,False,False,,86.98419400025159,80.75445999929798,1.8570790016383398,,
Q003,clinical_natural_language,신장기능 검사 결과,semantic_expansion,renal_function,public.tb_lab_rst,public.tb_lab_rst|public.tb_lab_mst,public.tb_lab_rst|public.tb_lab_mst,True,True,True,1,1.0,True,True,,82.13665199946263,79.17468199957511,1.7890570015879348,,
Q004,clinical_natural_language,최근 처방 약품,semantic_expansion,medication,public.tb_med_ord,public.tb_med_ord,public.tb_med_ord,True,True,True,1,1.0,False,True,,67.90467700193403,64.67119000080856,2.0431290031410754,,
Q005,clinical_natural_language,고혈압 진단 이력,semantic_expansion,hypertension,public.tb_dgn_hist,public.tb_dgn_hist,public.tb_dgn_hist,True,True,True,1,1.0,False,True,,75.14700600222568,71.71119100166834,2.122499998222338,,
Q006,clinical_natural_language,최근 영상 판독 결과,semantic_expansion,radiology_report,public.tb_img_rpt,public.tb_img_rpt|public.tb_img_ord,public.tb_img_rpt|public.tb_img_ord,True,True,True,1,1.0,False,True,,80.51159100068617,77.33251100216876,1.8698280000535306,,
Q007,clinical_natural_language,최근 입원 기록,semantic_expansion,admission,public.tb_adm_hist,public.tb_adm_hist,public.tb_adm_hist,True,True,True,1,1.0,True,True,,73.9834880005219,70.69499300268944,2.0604860001185443,,
Q008,clinical_natural_language,퇴원요약 문서,semantic_expansion,discharge_summary,public.tb_doc_type,public.tb_doc_type|public.tb_enc_hist|public.tb_adm_hist,public.tb_doc_type|public.tb_enc_hist|public.tb_adm_hist|public.tb_cln_doc,False,True,True,1,1.0,False,False,,77.95423900097376,74.81175799694029,1.8403040012344718,,
Q009,paraphrase,간기능 검사 수치 어디서 보나,semantic_expansion,liver_function,public.tb_lab_rst,public.tb_lab_rst,public.tb_lab_rst,True,True,True,1,1.0,False,True,,90.60461400076747,87.5200139998924,1.8378690001554787,,
Q010,paraphrase,glucose lab results for patient,semantic_expansion,blood_glucose,public.tb_lab_rst,public.tb_lab_rst|public.tb_lab_mst,public.tb_lab_rst|public.tb_lab_mst,True,True,True,1,1.0,True,True,,83.23400400331593,80.14396799990209,1.8632809988048393,,
Q011,paraphrase,creatinine / eGFR kidney function labs,semantic_expansion,renal_function,public.tb_lab_rst,public.tb_lab_rst|public.tb_lab_mst,public.tb_lab_rst|public.tb_lab_mst,True,True,True,1,1.0,False,True,,80.17864900102722,77.1094859992445,1.8284699981450103,,
Q012,paraphrase,medication order / 투약 처방 이력,semantic_expansion,medication,public.tb_med_ord,public.tb_med_ord,public.tb_med_ord,True,True,True,1,1.0,True,True,,75.97768699997687,72.6574049986084,2.091652997478377,,
Q013,paraphrase,hypertension diagnosis history,semantic_expansion,hypertension,public.tb_dgn_hist,public.tb_dgn_hist|public.tb_enc_hist,public.tb_dgn_hist|public.tb_enc_hist,True,True,True,1,1.0,False,True,,82.43841099829297,78.97868800137076,2.1229039994068444,,
Q014,paraphrase,radiology report findings and impression,semantic_expansion,radiology_report,public.tb_img_rpt,public.tb_img_rpt|public.tb_img_ord,public.tb_img_rpt|public.tb_img_ord,True,True,True,1,1.0,True,True,,80.81521499843802,77.54786000077729,1.863747002062155,,
Q015,paraphrase,inpatient admission ward history,semantic_expansion,admission,public.tb_adm_hist,public.tb_adm_hist|public.tb_enc_hist,public.tb_adm_hist|public.tb_enc_hist,True,True,True,1,1.0,True,True,,76.26157499908004,72.80515399907017,2.11395099904621,,
Q016,paraphrase,discharge summary clinical document,semantic_expansion,discharge_summary,public.tb_doc_type,public.tb_doc_type|public.tb_enc_hist|public.tb_cln_doc,public.tb_doc_type|public.tb_enc_hist|public.tb_cln_doc,False,True,True,1,1.0,False,False,,79.04287800192833,75.83706399964285,1.895241999591235,,
Q017,schema_semantic,검사결과값이 저장된 컬럼,semantic_expansion,,public.tb_lab_rst,public.tb_lab_rst,public.tb_lab_rst,True,True,True,1,1.0,True,True,,69.30067400026019,65.87808699987363,2.1283030000631697,,
Q018,schema_semantic,환자 이름이 들어있는 컬럼,semantic_expansion,,public.tb_proc_hist,public.tb_proc_hist|public.tb_enc_hist|public.tb_proc_mst,public.tb_proc_hist|public.tb_enc_hist|public.tb_proc_mst,False,False,False,,0.0,False,False,,67.43811699925573,64.04053100050078,2.080903999740258,,
